HEARING	SPEAKER	MAIN SPEAKER	ROLE	TEXT
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	As you listen to the Democrat presentation later today, I urge you to keep these points in mind. What evidence that has been gathered in the impeachment inquiry paints a different picture? I won’t provide a detailed presentation now, but allow me to highlight a few points. First, the summary of the July 25th phone call reflects no conditionality or pressure. President Zelensky never vocalized any discomfort or pressure on the call. Contrary to Democrat allegations, President Trump was not asking for a favor that would help his reelection. He was asking for assistance in helping our country move forward from the divisiveness of the Russia collusion investigation.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	Second, since President Trump has declassified and publicly released the call summary 75 days ago, President Zelensky has said publicly and repeatedly that he felt no pressure. He said it on September 25th at the United Nations General Assembly. He said it in an interview published on October 6th. He said it again on October 10th. And most recently, he said it just last week in Time Magazine. Other senior Ukrainian officials have also said there was no linkage between a meeting, security assistance, and an investigation. If President Trump was truly orchestrating a pressure campaign to force Ukraine to investigate former Vice president Biden, one would think that Ukraine would have felt some pressure.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	Third, at the time of the July 25th call, senior officials in Kiev did not know that the security assistance was paused. They did not learn it was paused until the pause was reported publicly in the U.S. media on August 28th. As Ambassador Volker testified, because the highest levels of the Ukrainian government did not know about the pause, there was no leverage implied.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	Finally, President Zelensky met with President Trump in New York on September 25th at the United Nations. Shortly thereafter, or shortly before that, the security assistance flowed to Ukraine. Both happened without Ukraine ever taking actions or investigations. The impeachment record also has substantial evidence going to the president’s state of mind, undercutting the Democrats assertion of some malicious intent. Witnesses testified that president Trump has a deeply rooted, genuine, and reasonable skepticism of Ukraine, stemming from its history of corruption. President Trump is skeptical of U.S. taxpayer funded foreign assistance and believes that our allies should share more of the burden of Ukraine’s defense.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	Ukrainian politicians openly spoke out against President Trump during the 2016 election. These events bear directly on the president’s state of mind. President Zelensky had run on an anti-corruption platform, but he was an untried politician with a relationship to a controversial Ukrainian oligarch. When Vice President Pence met with Presidents Zelensky in Warsaw on September 1, he stressed to him the need for reform and reiterated the president’s concern about burden sharing, especially among European allies.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	In late August and early September, after his party took control of the Ukrainian Parliament, Ukraine passed historic reforms to fight corruption. These reforms, including removing parliamentary immunity, which witnesses said had been a historic source of corruption. Imagine if members of our Congress had immunity. President Trump later lifted the pause on security assistance and met with presidents Zelensky two weeks later. The aid was paused for 55 days.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	Very simply, the evidence in the Democrats’ impeachment inquiry does not support the conclusion that President Trump abused his power for his own personal political benefit. There is simply no clear evidence that President Trump acted with malicious intent, in withholding a meeting, or security assistance. Indeed there are, and the Republican report articulates them, legitimate explanations for these actions that are not nefarious, as the Democrats allege.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	The evidence shows that President Trump faithfully executed the duties of his office by delivering on what he promised the American voters he would do. Democrats may disagree with the president’s policy decisions or the matter in which he governs, but those disagreements are not enough to justify the irrevocable action of removing him from office. The Democrats hyperbole and histrionics are no good reason, 11 months out from an election, to prevent the American People from deciding on their own who is going to be the next president.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	This record also does not support a conclusion that President Trump obstructed Congress during the impeachment inquiry for many of the procedural defects I touched on earlier. Additionally, as a factual matter, the only direct testimony the investigation has obtained about the president’s reaction to the inquiry is from Ambassador Sondland, who testified President Trump told him to cooperate and tell the truth. President Trump has also declassified and released the summaries of his two phone calls with President Zelensky. President Trump has said that he would like witnesses to testify, but he’s been forced to resist the unfair and abusive process.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	I believe strongly in the prerogatives of the Congress. It’s awful to hear President Turley’s testimony from last week when he critiqued the House for proceeding on impeachment so rapidly and on such a thin record. Professor Turley said, “To set this abbreviated schedule, demand documents, and then impeach because they haven’t been turned over when they go to court, I think is an abuse of power.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	“The Impeachment of a duly elected president,” as Chairman Nadler said in 1998, “is the undoing of a national election.” Now, I understand Democrats’ issue to report over the weekend, arguing that contrary to the Chairman’s statement in the 1998 Impeachment is not undoing an election. I would just respond by saying that I don’t think many of the 63 million Americans from all around the country who voted for President Trump in 2016 would agree. By impeaching President Trump, the House would essentially be nullifying the decision of those Americans, and the House would be doing it in less than 11 months before the next election.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	There still is no compelling argument for why Democrats in the House must take this decision out of the hands of the voters and do it before Christmas. During the Clinton Impeachment in 1998, the Chairman said that at bare minimum, the president’s accusers must go beyond hearsay and innuendo and beyond the demands that the president prove his innocence of vague and changing charges. I would submit that those words ring as true today as the Chairman believed them to be in 1998.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	The impeachment record is heavily reliant on hearsay, innuendo, and presumptions. Democrats have lobbed vague and ever changing charges for impeachment, going as far back as the president’s inauguration. For all these reasons, the extraordinary exercise of the House’s impeachment authority is not warranted on the evidentiary record presented.
